,freq,prob
ʃɛŋ,7,6.9263e-06
ɒaʊŋ,7,6.9263e-06
ɒaɪŋtç,7,6.9263e-06
ɒaɐ,7,6.9263e-06
ɒʊl,7,6.9263e-06
ɒɛnd,7,6.9263e-06
ɔm,7,6.9263e-06
ɔŋ,7,6.9263e-06
ɪçs,7,6.9263e-06
ɛɐts,7,6.9263e-06
ðə,7,6.9263e-06
çɪʃ,7,6.9263e-06
øːɐ,7,6.9263e-06
zalts,6,5.9368e-06
zaːt,6,5.9368e-06
zʊx,6,5.9368e-06
zɔɐk,6,5.9368e-06
zɪçts,6,5.9368e-06
zɛːs,6,5.9368e-06
zɛ,6,5.9368e-06
zœl,6,5.9368e-06
xʊm,6,5.9368e-06
veːlt,6,5.9368e-06
vaɪts,6,5.9368e-06
vʏɐst,6,5.9368e-06
vɪls,6,5.9368e-06
vəs,6,5.9368e-06
us,6,5.9368e-06
tyːp,6,5.9368e-06
tur,6,5.9368e-06
tsvɛk,6,5.9368e-06
tstaːx,6,5.9368e-06
tstɛɐ,6,5.9368e-06
tsiːɐ,6,5.9368e-06
tsʊf,6,5.9368e-06
tsɪr,6,5.9368e-06
tsɛnt,6,5.9368e-06
tri,6,5.9368e-06
treːm,6,5.9368e-06
tras,6,5.9368e-06
traɪm,6,5.9368e-06
trɛp,6,5.9368e-06
teːts,6,5.9368e-06
teːɡɡ,6,5.9368e-06
taxts,6,5.9368e-06
taʊn,6,5.9368e-06
taŋ,6,5.9368e-06
taɪs,6,5.9368e-06
tʊŋk,6,5.9368e-06
tʃɐ,6,5.9368e-06
tɔʏʃt,6,5.9368e-06
svaɪns,6,5.9368e-06
svɪm,6,5.9368e-06
snʊt,6,5.9368e-06
siːk,6,5.9368e-06
sɔr,6,5.9368e-06
sɛs,6,5.9368e-06
sɐst,6,5.9368e-06
søːɐ,6,5.9368e-06
roːt,6,5.9368e-06
raːp,6,5.9368e-06
rʊp,6,5.9368e-06
rɔʏmt,6,5.9368e-06
rɪf,6,5.9368e-06
rɛː,6,5.9368e-06
psy,6,5.9368e-06
pskɔm,6,5.9368e-06
pla,6,5.9368e-06
pɔs,6,5.9368e-06
pɐn,6,5.9368e-06
nyːk,6,5.9368e-06
nsvans,6,5.9368e-06
nrɪt,6,5.9368e-06
nmaː,6,5.9368e-06
nəl,6,5.9368e-06
moːɐ,6,5.9368e-06
miːt,6,5.9368e-06
mʃtat,6,5.9368e-06
lyːn,6,5.9368e-06
lin,6,5.9368e-06
liːf,6,5.9368e-06
leːpt,6,5.9368e-06
leːks,6,5.9368e-06
laɪf,6,5.9368e-06
laːk,6,5.9368e-06
lɔx,6,5.9368e-06
lɔɐ,6,5.9368e-06
lɪm,6,5.9368e-06
lɛkt,6,5.9368e-06
løːɐ,6,5.9368e-06
kveːɐ,6,5.9368e-06
kvɛn,6,5.9368e-06
ksn,6,5.9368e-06
ksaː,6,5.9368e-06
klɛns,6,5.9368e-06
keːɐt,6,5.9368e-06
kʏnf,6,5.9368e-06
kʊnfts,6,5.9368e-06
kʃta,6,5.9368e-06
kɔst,6,5.9368e-06
kɛmp,6,5.9368e-06
kɛ,6,5.9368e-06
kəls,6,5.9368e-06
jʊs,6,5.9368e-06
hnən,6,5.9368e-06
halz,6,5.9368e-06
halɒ,6,5.9368e-06
hʏp,6,5.9368e-06
hɛɐpst,6,5.9368e-06
høːçs,6,5.9368e-06
ɡul,6,5.9368e-06
ɡuːb,6,5.9368e-06
ɡroːp,6,5.9368e-06
ɡraɪ,6,5.9368e-06
ɡraːp,6,5.9368e-06
ɡrɔʏmt,6,5.9368e-06
ɡnɔm,6,5.9368e-06
ɡnə,6,5.9368e-06
ɡmaɪn,6,5.9368e-06
ɡklɛːɐt,6,5.9368e-06
ɡiːɐt,6,5.9368e-06
ɡeːs,6,5.9368e-06
ɡanʃ,6,5.9368e-06
ɡʃaft,6,5.9368e-06
ɡəvr,6,5.9368e-06
ɡɐn,6,5.9368e-06
fri,6,5.9368e-06
fraːxt,6,5.9368e-06
fraːkt,6,5.9368e-06
fant,6,5.9368e-06
fɛç,6,5.9368e-06
fɛːn,6,5.9368e-06
fɛɐʃ,6,5.9368e-06
dr,6,5.9368e-06
dnʊŋk,6,5.9368e-06
dnət,6,5.9368e-06
deːs,6,5.9368e-06
daʃ,6,5.9368e-06
dʒyːlz,6,5.9368e-06
dʊs,6,5.9368e-06
dʊʃ,6,5.9368e-06
dɔŋ,6,5.9368e-06
dɔɐd,6,5.9368e-06
dɪf,6,5.9368e-06
dəst,6,5.9368e-06
breː,6,5.9368e-06
brʊn,6,5.9368e-06
blaʊ,6,5.9368e-06
blœk,6,5.9368e-06
bɔb,6,5.9368e-06
bɪlt,6,5.9368e-06
bɛç,6,5.9368e-06
bəs,6,5.9368e-06
amt,6,5.9368e-06
af,6,5.9368e-06
aŋk,6,5.9368e-06
aːrt,6,5.9368e-06
aːɡ,6,5.9368e-06
aːŋt,6,5.9368e-06
ʒən,6,5.9368e-06
ʃveː,6,5.9368e-06
ʃvarts,6,5.9368e-06
ʃvɪl,6,5.9368e-06
ʃtrʊk,6,5.9368e-06
ʃtʏkt,6,5.9368e-06
ʃtɔpft,6,5.9368e-06
ʃtɔb,6,5.9368e-06
ʃtɔɐ,6,5.9368e-06
ʃtøːɐt,6,5.9368e-06
ʃpɪt,6,5.9368e-06
ʃnaɪn,6,5.9368e-06
ʃiːɐ,6,5.9368e-06
ʃɪf,6,5.9368e-06
ʃɪɐ,6,5.9368e-06
ʃøːns,6,5.9368e-06
ɒat,6,5.9368e-06
ɒaʊks,6,5.9368e-06
ɒaɪs,6,5.9368e-06
ɒaɪntç,6,5.9368e-06
ɒʊnɒ,6,5.9368e-06
ɒɔʏç,6,5.9368e-06
ɛnd,6,5.9368e-06
çnt,6,5.9368e-06
çɒaɪ,6,5.9368e-06
əst,6,5.9368e-06
əls,6,5.9368e-06
znɐ,5,4.9473e-06
zjən,5,4.9473e-06
ziːpts,5,4.9473e-06
ziːɐ,5,4.9473e-06
zas,5,4.9473e-06
zaːks,5,4.9473e-06
zʏn,5,4.9473e-06
zʊn,5,4.9473e-06
zɪnh,5,4.9473e-06
zɛm,5,4.9473e-06
zøːɐ,5,4.9473e-06
xɒɛs,5,4.9473e-06
vjuː,5,4.9473e-06
vʏnʃt,5,4.9473e-06
vɔlf,5,4.9473e-06
vɪlt,5,4.9473e-06
vɪlms,5,4.9473e-06
vɪɐd,5,4.9473e-06
vɛːn,5,4.9473e-06
vɛːɐnt,5,4.9473e-06
tsvœlft,5,4.9473e-06
tsuːf,5,4.9473e-06
tsaŋ,5,4.9473e-06
tsaɪks,5,4.9473e-06
tsaɪɒ,5,4.9473e-06
tsaɪŋ,5,4.9473e-06
tsʏk,5,4.9473e-06
triːɐ,5,4.9473e-06
trɪf,5,4.9473e-06
trɪç,5,4.9473e-06
tjeː,5,4.9473e-06
taʊxt,5,4.9473e-06
tʊrz,5,4.9473e-06
tʃiː,5,4.9473e-06
tɪps,5,4.9473e-06
svɪʃ,5,4.9473e-06
so,5,4.9473e-06
sax,5,4.9473e-06
sʊŋk,5,4.9473e-06
sʊ,5,4.9473e-06
sɔl,5,4.9473e-06
sɛm,5,4.9473e-06
səns,5,4.9473e-06
ryːm,5,4.9473e-06
ruːn,5,4.9473e-06
ruːft,5,4.9473e-06
reːd,5,4.9473e-06
ras,5,4.9473e-06
rant,5,4.9473e-06
raŋ,5,4.9473e-06
rʊk,5,4.9473e-06
rɔn,5,4.9473e-06
rɪks,5,4.9473e-06
rɛ,5,4.9473e-06
pu,5,4.9473e-06
pryːft,5,4.9473e-06
pm,5,4.9473e-06
ploː,5,4.9473e-06
pja,5,4.9473e-06
pʊs,5,4.9473e-06
pɔm,5,4.9473e-06
nsrə,5,4.9473e-06
niːs,5,4.9473e-06
nfah,5,4.9473e-06
nʊs,5,4.9473e-06
nɔʏnts,5,4.9473e-06
nɔʏnt,5,4.9473e-06
nɔɐs,5,4.9473e-06
nɪɡ,5,4.9473e-06
nɪŋs,5,4.9473e-06
nɛŋk,5,4.9473e-06
nɛːst,5,4.9473e-06
nɛːç,5,4.9473e-06
nəlt,5,4.9473e-06
mos,5,4.9473e-06
meːs,5,4.9473e-06
mals,5,4.9473e-06
mal,5,4.9473e-06
mʏ,5,4.9473e-06
mɒar,5,4.9473e-06
mɪk,5,4.9473e-06
mɛts,5,4.9473e-06
mɛnh,5,4.9473e-06
mɛːt,5,4.9473e-06
mœl,5,4.9473e-06
mɐn,5,4.9473e-06
ly,5,4.9473e-06
lak,5,4.9473e-06
laʊb,5,4.9473e-06
laɪjt,5,4.9473e-06
laːx,5,4.9473e-06
lʏm,5,4.9473e-06
lʊf,5,4.9473e-06
lɔn,5,4.9473e-06
lɔ,5,4.9473e-06
lɪst,5,4.9473e-06
lɪp,5,4.9473e-06
lɛ,5,4.9473e-06
kvɛt,5,4.9473e-06
kroː,5,4.9473e-06
krɪp,5,4.9473e-06
knaɪp,5,4.9473e-06
knɔpf,5,4.9473e-06
knɪp,5,4.9473e-06
klʊp,5,4.9473e-06
kiːs,5,4.9473e-06
kaɪts,5,4.9473e-06
kʏnst,5,4.9473e-06
kʏn,5,4.9473e-06
kɔʏ,5,4.9473e-06
kɛnt,5,4.9473e-06
kɛm,5,4.9473e-06
jal,5,4.9473e-06
j,5,4.9473e-06
iːs,5,4.9473e-06
hiːm,5,4.9473e-06
haxt,5,4.9473e-06
hans,5,4.9473e-06
haːs,5,4.9473e-06
haːn,5,4.9473e-06
haːkt,5,4.9473e-06
haːŋ,5,4.9473e-06
hʏpʃ,5,4.9473e-06
hʊŋs,5,4.9473e-06
hɪlft,5,4.9473e-06
hɪks,5,4.9473e-06
hɛlft,5,4.9473e-06
høːɐs,5,4.9473e-06
h,5,4.9473e-06
ɡruːt,5,4.9473e-06
ɡrams,5,4.9473e-06
ɡnɪs,5,4.9473e-06
ɡlʏ,5,4.9473e-06
ɡlɔʏ,5,4.9473e-06
ɡlɪst,5,4.9473e-06
ɡaɪl,5,4.9473e-06
ɡʊkt,5,4.9473e-06
ɡʃtal,5,4.9473e-06
ɡʃprɛːç,5,4.9473e-06
ɡʃlaː,5,4.9473e-06
ɡʃɪk,5,4.9473e-06
ɡʃɪç,5,4.9473e-06
ɡɪt,5,4.9473e-06
ɡɪlt,5,4.9473e-06
ɡœm,5,4.9473e-06
fuːt,5,4.9473e-06
fu,5,4.9473e-06
ftɪç,5,4.9473e-06
fran,5,4.9473e-06
frɔʏm,5,4.9473e-06
frɛmt,5,4.9473e-06
fos,5,4.9473e-06
fluːf,5,4.9473e-06
fʊ,5,4.9473e-06
fɒɛk,5,4.9473e-06
fɔɐn,5,4.9473e-06
fəŋ,5,4.9473e-06
eːs,5,4.9473e-06
dvɛn,5,4.9473e-06
dreːt,5,4.9473e-06
dram,5,4.9473e-06
drɛŋ,5,4.9473e-06
drɛ,5,4.9473e-06
doːs,5,4.9473e-06
doːm,5,4.9473e-06
dnɐ,5,4.9473e-06
den,5,4.9473e-06
deːr,5,4.9473e-06
dart,5,4.9473e-06
dʒeːms,5,4.9473e-06
dʒɛt,5,4.9473e-06
dʊ,5,4.9473e-06
dɔs,5,4.9473e-06
bzɔn,5,4.9473e-06
bu,5,4.9473e-06
bsən,5,4.9473e-06
broːt,5,4.9473e-06
broːl,5,4.9473e-06
braʊxs,5,4.9473e-06
braɪ,5,4.9473e-06
bliːm,5,4.9473e-06
bliːb,5,4.9473e-06
bleːn,5,4.9473e-06
biːr,5,4.9473e-06
be,5,4.9473e-06
baːrs,5,4.9473e-06
bɔl,5,4.9473e-06
ats,5,4.9473e-06
ark,5,4.9473e-06
amts,5,4.9473e-06
ams,5,4.9473e-06
aɪç,5,4.9473e-06
aːp,5,4.9473e-06
ʃyːɐ,5,4.9473e-06
ʃveːp,5,4.9473e-06
ʃvaɪts,5,4.9473e-06
ʃtraːl,5,4.9473e-06
ʃtɔl,5,4.9473e-06
ʃtɔf,5,4.9473e-06
ʃtɔʏ,5,4.9473e-06
ʃtɪft,5,4.9473e-06
ʃtɛː,5,4.9473e-06
ʃraŋk,5,4.9473e-06
ʃraː,5,4.9473e-06
ʃrɛŋk,5,4.9473e-06
ʃpannt,5,4.9473e-06
ʃpaːx,5,4.9473e-06
ʃp,5,4.9473e-06
ʃnaɪt,5,4.9473e-06
ʃmar,5,4.9473e-06
ʃmak,5,4.9473e-06
ʃliːts,5,4.9473e-06
ʃla,5,4.9473e-06
ʃlʏs,5,4.9473e-06
ʃlɪç,5,4.9473e-06
ʃart,5,4.9473e-06
ʃɛɐ,5,4.9473e-06
ɒalt,5,4.9473e-06
ɒaɪŋlç,5,4.9473e-06
ɒɔs,5,4.9473e-06
ɒɪk,5,4.9473e-06
ɒœɐ,5,4.9473e-06
ɒø,5,4.9473e-06
ŋəʃ,5,4.9473e-06
ɪtʃ,5,4.9473e-06
ɪr,5,4.9473e-06
ɪnts,5,4.9473e-06
ɪɡ,5,4.9473e-06
çɒar,5,4.9473e-06
çəl,5,4.9473e-06
zoːm,4,3.9579e-06
znɪk,4,3.9579e-06
ziːts,4,3.9579e-06
zakt,4,3.9579e-06
zʊm,4,3.9579e-06
zʊŋs,4,3.9579e-06
zɔɐɡ,4,3.9579e-06
zɛlt,4,3.9579e-06
zɛlb,4,3.9579e-06
zɛŋ,4,3.9579e-06
xɒar,4,3.9579e-06
viːz,4,3.9579e-06
viːr,4,3.9579e-06
vanss,4,3.9579e-06
valç,4,3.9579e-06
vaɪns,4,3.9579e-06
vʊɐn,4,3.9579e-06
vɔs,4,3.9579e-06
vɔh,4,3.9579e-06
vɪçt,4,3.9579e-06
vɪɐs,4,3.9579e-06
vɛlç,4,3.9579e-06
vɛʃ,4,3.9579e-06
vɛːr,4,3.9579e-06
vɛɐp,4,3.9579e-06
vənz,4,3.9579e-06
vøːnt,4,3.9579e-06
tsvas,4,3.9579e-06
tsuːm,4,3.9579e-06
tsnt,4,3.9579e-06
tsiːmç,4,3.9579e-06
tsiːl,4,3.9579e-06
tsiːɐn,4,3.9579e-06
tsaʊn,4,3.9579e-06
truː,4,3.9579e-06
triːps,4,3.9579e-06
traːh,4,3.9579e-06
trɔk,4,3.9579e-06
trɪn,4,3.9579e-06
trɪŋk,4,3.9579e-06
trɪ,4,3.9579e-06
teːn,4,3.9579e-06
taŋk,4,3.9579e-06
taːr,4,3.9579e-06
tʃart,4,3.9579e-06
tɒaʊ,4,3.9579e-06
tɔf,4,3.9579e-06
tɪt,4,3.9579e-06
tɪl,4,3.9579e-06
tɛk,4,3.9579e-06
tərz,4,3.9579e-06
tœɐ,4,3.9579e-06
tøː,4,3.9579e-06
stsu,4,3.9579e-06
stseː,4,3.9579e-06
staːr,4,3.9579e-06
soː,4,3.9579e-06
snə,4,3.9579e-06
skrɪp,4,3.9579e-06
sjøː,4,3.9579e-06
saːɡ,4,3.9579e-06
sɔn,4,3.9579e-06
sɪçst,4,3.9579e-06
sɛl,4,3.9579e-06
sɛŋ,4,3.9579e-06
sɐn,4,3.9579e-06
raʊx,4,3.9579e-06
raʃt,4,3.9579e-06
rʏkf,4,3.9579e-06
rʊt,4,3.9579e-06
rɪnt,4,3.9579e-06
røː,4,3.9579e-06
psyː,4,3.9579e-06
pstə,4,3.9579e-06
pre,4,3.9579e-06
praʊx,4,3.9579e-06
praːx,4,3.9579e-06
prɔf,4,3.9579e-06
prɔʏç,4,3.9579e-06
pr,4,3.9579e-06
poːs,4,3.9579e-06
pl,4,3.9579e-06
pjɛ,4,3.9579e-06
piːn,4,3.9579e-06
pfɪŋs,4,3.9579e-06
pʊx,4,3.9579e-06
pʊl,4,3.9579e-06
pɛs,4,3.9579e-06
pɛ,4,3.9579e-06
os,4,3.9579e-06
nts,4,3.9579e-06
neːms,4,3.9579e-06
nal,4,3.9579e-06
naːt,4,3.9579e-06
nʏt,4,3.9579e-06
nʊtst,4,3.9579e-06
nɒaɪn,4,3.9579e-06
nɔʏns,4,3.9579e-06
nɪj,4,3.9579e-06
nɪçs,4,3.9579e-06
nɛnd,4,3.9579e-06
nɛːçst,4,3.9579e-06
nənt,4,3.9579e-06
nœɐt,4,3.9579e-06
mon,4,3.9579e-06
maks,4,3.9579e-06
maɪnst,4,3.9579e-06
maːr,4,3.9579e-06
mʏɐ,4,3.9579e-06
mɒɛn,4,3.9579e-06
mɔns,4,3.9579e-06
mɪl,4,3.9579e-06
mɪŋ,4,3.9579e-06
məŋ,4,3.9579e-06
loːnt,4,3.9579e-06
lar,4,3.9579e-06
lans,4,3.9579e-06
laʊn,4,3.9579e-06
lʏf,4,3.9579e-06
lʊ,4,3.9579e-06
lɒaʊʃ,4,3.9579e-06
lɔt,4,3.9579e-06
lɛp,4,3.9579e-06
kyːl,4,3.9579e-06
kyː,4,3.9579e-06
kvi,4,3.9579e-06
kveːms,4,3.9579e-06
kvʏɐ,4,3.9579e-06
kvɪs,4,3.9579e-06
kstɛɐ,4,3.9579e-06
kstə,4,3.9579e-06
kspiːɐ,4,3.9579e-06
kryː,4,3.9579e-06
kloː,4,3.9579e-06
klaːɐn,4,3.9579e-06
klɪj,4,3.9579e-06
klɪŋɒ,4,3.9579e-06
klɛːɐ,4,3.9579e-06
kamp,4,3.9579e-06
kaʊn,4,3.9579e-06
kaɪŋ,4,3.9579e-06
kʊts,4,3.9579e-06
kʊns,4,3.9579e-06
kʊ,4,3.9579e-06
kʃtʏk,4,3.9579e-06
kɒaŋs,4,3.9579e-06
kɔmst,4,3.9579e-06
kɪŋ,4,3.9579e-06
kɛɐ,4,3.9579e-06
jtst,4,3.9579e-06
jas,4,3.9579e-06
jaɪ,4,3.9579e-06
jɪn,4,3.9579e-06
hyː,4,3.9579e-06
hu,4,3.9579e-06
hsʃoː,4,3.9579e-06
hnɛn,4,3.9579e-06
hiːl,4,3.9579e-06
halb,4,3.9579e-06
haft,4,3.9579e-06
haɪss,4,3.9579e-06
haːk,4,3.9579e-06
hʊx,4,3.9579e-06
hɔkt,4,3.9579e-06
hɔk,4,3.9579e-06
hɪlfs,4,3.9579e-06
hɛŋt,4,3.9579e-06
hɛç,4,3.9579e-06
ɡuːl,4,3.9579e-06
ɡraʊxt,4,3.9579e-06
ɡrɔʏm,4,3.9579e-06
ɡrɪs,4,3.9579e-06
ɡrɛnts,4,3.9579e-06
ɡliː,4,3.9579e-06
ɡlaːs,4,3.9579e-06
ɡlaː,4,3.9579e-06
ɡlɪçs,4,3.9579e-06
ɡlɛɐnt,4,3.9579e-06
ɡiːn,4,3.9579e-06
ɡbraxt,4,3.9579e-06
ɡal,4,3.9579e-06
ɡaːb,4,3.9579e-06
ɡʊn,4,3.9579e-06
ɡʊɐ,4,3.9579e-06
ɡʃtiː,4,3.9579e-06
ɡɪm,4,3.9579e-06
ɡəntç,4,3.9579e-06
fyːr,4,3.9579e-06
fyːl,4,3.9579e-06
fuːɐ,4,3.9579e-06
ftɪ,4,3.9579e-06
freː,4,3.9579e-06
fre,4,3.9579e-06
foːm,4,3.9579e-06
foːɐn,4,3.9579e-06
foːɐʃ,4,3.9579e-06
flyːɡ,4,3.9579e-06
flɔt,4,3.9579e-06
flɪm,4,3.9579e-06
fløː,4,3.9579e-06
faxs,4,3.9579e-06
farp,4,3.9579e-06
fʏɐçt,4,3.9579e-06
fʊts,4,3.9579e-06
fɛ,4,3.9579e-06
føː,4,3.9579e-06
eːt,4,3.9579e-06
dzəs,4,3.9579e-06
drʏkt,4,3.9579e-06
drʊn,4,3.9579e-06
drʊkt,4,3.9579e-06
drɛk,4,3.9579e-06
dnʊ,4,3.9579e-06
dlʊŋ,4,3.9579e-06
dlə,4,3.9579e-06
djɔn,4,3.9579e-06
deːt,4,3.9579e-06
daɪm,4,3.9579e-06
dʒe,4,3.9579e-06
dʊʃt,4,3.9579e-06
dɔts,4,3.9579e-06
dɪns,4,3.9579e-06
dɪm,4,3.9579e-06
dɛl,4,3.9579e-06
dər,4,3.9579e-06
bzuːxt,4,3.9579e-06
bzuː,4,3.9579e-06
briːk,4,3.9579e-06
brax,4,3.9579e-06
brʊx,4,3.9579e-06
blɛn,4,3.9579e-06
bløːd,4,3.9579e-06
biːn,4,3.9579e-06
baʊxt,4,3.9579e-06
baɪd,4,3.9579e-06
baːd,4,3.9579e-06
bʏɐ,4,3.9579e-06
bʊnt,4,3.9579e-06
bɛɐn,4,3.9579e-06
bəm,4,3.9579e-06
b,4,3.9579e-06
alp,4,3.9579e-06
aɪnts,4,3.9579e-06
aːŋ,4,3.9579e-06
ʊk,4,3.9579e-06
ʊɐ,4,3.9579e-06
ʃvaɪn,4,3.9579e-06
ʃvʊŋ,4,3.9579e-06
ʃtuːl,4,3.9579e-06
ʃtrat,4,3.9579e-06
ʃtart,4,3.9579e-06
ʃtam,4,3.9579e-06
ʃtaʊn,4,3.9579e-06
ʃtaɪm,4,3.9579e-06
ʃtʏt,4,3.9579e-06
ʃtʏɐts,4,3.9579e-06
ʃroːt,4,3.9579e-06
ʃraʊ,4,3.9579e-06
ʃraŋ,4,3.9579e-06
ʃpreːçs,4,3.9579e-06
ʃprʏŋ,4,3.9579e-06
ʃprɛŋ,4,3.9579e-06
ʃmɛk,4,3.9579e-06
ʃlɪms,4,3.9579e-06
ʃeːɐ,4,3.9579e-06
ʃaɪm,4,3.9579e-06
ʃʊŋs,4,3.9579e-06
ʃɔf,4,3.9579e-06
ʃɔ,4,3.9579e-06
ʃɪr,4,3.9579e-06
ʃɪ,4,3.9579e-06
ʃɛɐts,4,3.9579e-06
ʃəs,4,3.9579e-06
ɒok,4,3.9579e-06
ɒans,4,3.9579e-06
ɒʊts,4,3.9579e-06
ɒʊps,4,3.9579e-06
ɒɔ,4,3.9579e-06
ɒɛlts,4,3.9579e-06
ɔɐnt,4,3.9579e-06
ɔɐk,4,3.9579e-06
ɛɐs,4,3.9579e-06
ðɐ,4,3.9579e-06
çəŋ,4,3.9579e-06
zyːt,3,2.9684e-06
zrɐ,3,2.9684e-06
zntç,3,2.9684e-06
zns,3,2.9684e-06
zjoːm,3,2.9684e-06
zjo,3,2.9684e-06
ziːpt,3,2.9684e-06
zaks,3,2.9684e-06
zaŋs,3,2.9684e-06
zaŋ,3,2.9684e-06
zʊnt,3,2.9684e-06
zɔls,3,2.9684e-06
zɪpt,3,2.9684e-06
zəŋ,3,2.9684e-06
yːs,3,2.9684e-06
xt,3,2.9684e-06
xəm,3,2.9684e-06
vyː,3,2.9684e-06
viz,3,2.9684e-06
viːl,3,2.9684e-06
vax,3,2.9684e-06
vantsst,3,2.9684e-06
vak,3,2.9684e-06
vʏst,3,2.9684e-06
vʊɐd,3,2.9684e-06
vɪp,3,2.9684e-06
vɪnt,3,2.9684e-06
vɪlst,3,2.9684e-06
vɛp,3,2.9684e-06
vɛnts,3,2.9684e-06
vɛɐn,3,2.9684e-06
vœɐt,3,2.9684e-06
vøː,3,2.9684e-06
tuːls,3,2.9684e-06
tsvaːn,3,2.9684e-06
tsuːɡ,3,2.9684e-06
tsjaːl,3,2.9684e-06
tseːk,3,2.9684e-06
tsap,3,2.9684e-06
tsak,3,2.9684e-06
tsaɪɡ,3,2.9684e-06
tsɪɡ,3,2.9684e-06
tsɪŋ,3,2.9684e-06
tsɪçt,3,2.9684e-06
tsɪɐk,3,2.9684e-06
tsɛk,3,2.9684e-06
tsɛːn,3,2.9684e-06
tsəm,3,2.9684e-06
tsœlf,3,2.9684e-06
truːf,3,2.9684e-06
triːɐt,3,2.9684e-06
tre,3,2.9684e-06
trast,3,2.9684e-06
trak,3,2.9684e-06
traʊp,3,2.9684e-06
trʊms,3,2.9684e-06
trɛs,3,2.9684e-06
trɛŋ,3,2.9684e-06
tlç,3,2.9684e-06
tãː,3,2.9684e-06
tant,3,2.9684e-06
taʃ,3,2.9684e-06
taɪk,3,2.9684e-06
tʏf,3,2.9684e-06
tʏ,3,2.9684e-06
tʃuː,3,2.9684e-06
tʃpɛn,3,2.9684e-06
tʃɪp,3,2.9684e-06
tʃɐs,3,2.9684e-06
tʃ,3,2.9684e-06
tɒaː,3,2.9684e-06
tɔs,3,2.9684e-06
tɔm,3,2.9684e-06
tɔɐ,3,2.9684e-06
tɛnt,3,2.9684e-06
svɛn,3,2.9684e-06
suŋs,3,2.9684e-06
spla,3,2.9684e-06
spiːtʃ,3,2.9684e-06
sneː,3,2.9684e-06
snɛ,3,2.9684e-06
snən,3,2.9684e-06
smɪç,3,2.9684e-06
sluːk,3,2.9684e-06
skɛp,3,2.9684e-06
sbaːn,3,2.9684e-06
sat,3,2.9684e-06
samt,3,2.9684e-06
sak,3,2.9684e-06
saŋ,3,2.9684e-06
saːs,3,2.9684e-06
sʊts,3,2.9684e-06
sɒn,3,2.9684e-06
sənt,3,2.9684e-06
sœŋ,3,2.9684e-06
ruːfs,3,2.9684e-06
ruːɐ,3,2.9684e-06
reːk,3,2.9684e-06
rat,3,2.9684e-06
raltʃ,3,2.9684e-06
raʊxt,3,2.9684e-06
raɪm,3,2.9684e-06
raːl,3,2.9684e-06
rʏs,3,2.9684e-06
rʊtʃ,3,2.9684e-06
rɔm,3,2.9684e-06
rɪm,3,2.9684e-06
rɪj,3,2.9684e-06
rɪŋs,3,2.9684e-06
rɛçts,3,2.9684e-06
rənt,3,2.9684e-06
rəŋ,3,2.9684e-06
pruː,3,2.9684e-06
prɔx,3,2.9684e-06
prɪl,3,2.9684e-06
pleːn,3,2.9684e-06
plɐ,3,2.9684e-06
pat,3,2.9684e-06
pass,3,2.9684e-06
pal,3,2.9684e-06
paʊz,3,2.9684e-06
paɪn,3,2.9684e-06
paɪl,3,2.9684e-06
pʊtst,3,2.9684e-06
pʊt,3,2.9684e-06
pʊʃ,3,2.9684e-06
pɔlt,3,2.9684e-06
pɔʏ,3,2.9684e-06
pɛː,3,2.9684e-06
nttsvan,3,2.9684e-06
naɪt,3,2.9684e-06
naɪkt,3,2.9684e-06
nʏs,3,2.9684e-06
nʃtɛl,3,2.9684e-06
nɪmst,3,2.9684e-06
nɛf,3,2.9684e-06
nər,3,2.9684e-06
nəns,3,2.9684e-06
nəŋ,3,2.9684e-06
mõ,3,2.9684e-06
mis,3,2.9684e-06
miːnʃ,3,2.9684e-06
meːls,3,2.9684e-06
mãː,3,2.9684e-06
maxst,3,2.9684e-06
maʊ,3,2.9684e-06
maːlt,3,2.9684e-06
maːɡ,3,2.9684e-06
mʏnt,3,2.9684e-06
mɔɐts,3,2.9684e-06
mɛks,3,2.9684e-06
mɐs,3,2.9684e-06
loːk,3,2.9684e-06
liːt,3,2.9684e-06
liːpst,3,2.9684e-06
liːɐt,3,2.9684e-06
leːn,3,2.9684e-06
leːb,3,2.9684e-06
laxt,3,2.9684e-06
laːd,3,2.9684e-06
lʏp,3,2.9684e-06
lɔs,3,2.9684e-06
lɛnts,3,2.9684e-06
lɛnt,3,2.9684e-06
ləm,3,2.9684e-06
løːst,3,2.9684e-06
kyːn,3,2.9684e-06
kvatʃt,3,2.9684e-06
kvart,3,2.9684e-06
kva,3,2.9684e-06
kuːɐ,3,2.9684e-06
ksvaɪ,3,2.9684e-06
ksən,3,2.9684e-06
kruː,3,2.9684e-06
kroːt,3,2.9684e-06
kraʊx,3,2.9684e-06
kra,3,2.9684e-06
krɔʏts,3,2.9684e-06
krɪpt,3,2.9684e-06
koːl,3,2.9684e-06
knɪk,3,2.9684e-06
kmøː,3,2.9684e-06
kliː,3,2.9684e-06
klɔpft,3,2.9684e-06
klɔp,3,2.9684e-06
kløː,3,2.9684e-06
kiːm,3,2.9684e-06
kiːɐt,3,2.9684e-06
keːn,3,2.9684e-06
kaɪns,3,2.9684e-06
kaɪd,3,2.9684e-06
kaːs,3,2.9684e-06
kaːrt,3,2.9684e-06
kaːrd,3,2.9684e-06
kʊp,3,2.9684e-06
